302,43.7931303,-114.4635631, 2.8230183
302,43.7937619,-114.4632559,13.5715150
302,43.7937790,-114.4631861,13.2046568
302,43.7937868,-114.4631515,13.0860990
302,43.7938138,-114.4630498,12.8243770
302,43.7938235,-114.4630168,12.9116177
302,43.7938338,-114.4629837,13.0145169
302,43.7938438,-114.4629501,13.2359740
302,43.7938862,-114.4628270,10.9923232
302,43.7938991,-114.4628074, 9.2698794
302,43.7939104,-114.4627966, 6.6929245
302,43.7939212,-114.4627920, 4.6103333
302,43.7939283,-114.4627932, 3.2323783
302,43.7939381,-114.4627972, 2.3510239
302,43.7939431,-114.4628010, 2.5724810
302,43.7939537,-114.4628068, 4.9123202
302,43.7939626,-114.4628175, 5.6907754
302,43.7939783,-114.4628357, 7.0105700
302,43.7940036,-114.4628866, 9.6971349
302,43.7940065,-114.4629222,12.4754144
302,43.7940032,-114.4630167,17.9223633
302,43.7939983,-114.4630749,20.7834095
302,43.7939936,-114.4631404,23.4408943
302,43.7939802,-114.4632904,28.3308451
302,43.7939718,-114.4633752,30.6102870
302,43.7939390,-114.4636745,38.5066852
302,43.7939285,-114.4637899,41.2200934
302,43.7939165,-114.4639080,43.0230670
302,43.7938889,-114.4641614,47.6736653
302,43.7938745,-114.4643012,50.7382731
302,43.7938256,-114.4647564,57.2656640
302,43.7938100,-114.4649199,59.2654884
302,43.7937570,-114.4654376,64.9227096
302,43.7937195,-114.4658044,67.1059631
302,43.7937003,-114.4659901,67.6070376
302,43.7936798,-114.4661741,67.3117615
302,43.7936603,-114.4663602,67.8240208
302,43.7936405,-114.4665476,68.0231085
302,43.7935969,-114.4669209,67.9448156
302,43.7935730,-114.4671074,68.2266700
302,43.7935442,-114.4672900,67.8038883
302,43.7935174,-114.4674751,68.0902167
302,43.7934879,-114.4676591,67.9448156
302,43.7934324,-114.4680315,68.7366923
302,43.7934063,-114.4682223,69.0811811
302,43.7933172,-114.4687845,68.9245953
302,43.7932811,-114.4689664,68.5219461
302,43.7932438,-114.4691507,68.9514386
302,43.7932056,-114.4693361,69.1661848
302,43.7931654,-114.4695211,69.2735579
302,43.7930788,-114.4698891,69.4905411
302,43.7930316,-114.4700731,69.3719833
302,43.7929826,-114.4702553,69.4883042
302,43.7929320,-114.4704400,70.4725578
302,43.7928810,-114.4706270,71.3941770
302,43.7927765,-114.4710037,72.5283056
302,43.7927225,-114.4711916,72.6312049
302,43.7926665,-114.4713790,73.2329417
302,43.7926072,-114.4715691,74.9240684
302,43.7925469,-114.4717638,76.3042603
302,43.7924192,-114.4721625,79.3979484
302,43.7923548,-114.4723684,81.0219668
302,43.7921450,-114.4730074,86.2474586
302,43.7920726,-114.4732308,87.8871357
302,43.7919983,-114.4734554,88.1757009
302,43.7918554,-114.4739068,88.5537438
302,43.7917808,-114.4741327,88.7192773
302,43.7917066,-114.4743619,89.9831484
302,43.7916306,-114.4745924,90.7302864
302,43.7915561,-114.4748249,91.2224132
302,43.7914060,-114.4752921,91.8375717
302,43.7913278,-114.4755245,91.7458572
302,43.7912535,-114.4757569,91.1306987
302,43.7911782,-114.4759863,90.3723760
302,43.7911018,-114.4762118,89.2539060
302,43.7910286,-114.4764366,88.3725516
302,43.7908839,-114.4768768,86.4801004
302,43.7908150,-114.4770931,85.5159793
302,43.7907475,-114.4773076,84.4959346
302,43.7905445,-114.4779342,81.2277653
302,43.7904770,-114.4781375,80.1428494
302,43.7904131,-114.4783397,79.3487357
302,43.7902822,-114.4787368,77.9752545
302,43.7902175,-114.4789352,77.8902508
302,43.7901550,-114.4791328,77.9484112
302,43.7900922,-114.4793315,78.1900008
302,43.7900242,-114.4795289,78.2302657
302,43.7898326,-114.4801253,78.2101332
302,43.7897667,-114.4803211,77.8634075
302,43.7897017,-114.4805179,77.8231426
302,43.7895719,-114.4809139,78.3018478
302,43.7895077,-114.4811145,78.8700305
302,43.7894435,-114.4813167,79.1474111
302,43.7893763,-114.4815152,78.7939746
302,43.7893107,-114.4817145,78.4964615
302,43.7891833,-114.4821116,77.7381389
302,43.7891195,-114.4823082,77.7359019
302,43.7890551,-114.4825038,77.4160195
302,43.7889901,-114.4826986,77.2862770
302,43.7889266,-114.4828933,77.3243050
302,43.7887413,-114.4834675,75.2260553
302,43.7886783,-114.4836558,74.4319416
302,43.7885532,-114.4840240,72.7743690
302,43.7884870,-114.4842035,71.8907777
302,43.7884269,-114.4843825,71.0385036
302,43.7883668,-114.4845599,70.2801809
302,43.7883063,-114.4847359,69.8171343
302,43.7882463,-114.4849106,69.3473769
302,43.7881344,-114.4852552,67.9492894
302,43.7864608,-114.4895325,14.7682779
302,43.7864853,-114.4897943, 9.7552953
302,43.7864922,-114.4898113, 8.6502470
302,43.7864978,-114.4898227, 7.6257285
302,43.7865046,-114.4898335, 6.7018722
302,43.7865115,-114.4898420, 6.3238294
302,43.7865293,-114.4898572, 6.9568834
302,43.7865413,-114.4898624, 7.4646688
302,43.7865561,-114.4898689, 8.3616817
302,43.7866128,-114.4898500,11.5068194
302,43.7866567,-114.4897910,15.8241136
302,43.7866775,-114.4897491,18.3048800
302,43.7866939,-114.4896996,19.9400832
302,43.7867075,-114.4896433,21.2598778
302,43.7867243,-114.4895843,22.7698123
302,43.7867671,-114.4894449,28.0266213
302,43.7867902,-114.4893682,30.1964531
302,43.7868688,-114.4891049,36.9564857
302,43.7869026,-114.4890079,38.9428885
302,43.7869373,-114.4889058,40.7928378
302,43.7869738,-114.4887989,42.4034346
302,43.7870109,-114.4886868,44.2802273
302,43.7870887,-114.4884470,48.3067193
302,43.7871297,-114.4883197,50.1298254
302,43.7871713,-114.4881875,51.9372729
302,43.7873040,-114.4877690,56.3552294
302,43.7873507,-114.4876247,57.1269737
302,43.7873989,-114.4874763,58.4199250
302,43.7874963,-114.4871724,60.2900069
302,43.7875472,-114.4870175,61.2116262
302,43.7875985,-114.4868611,61.8469171
302,43.7876503,-114.4867028,62.6119506
302,43.7877016,-114.4865423,63.2830326
302,43.7878056,-114.4862198,63.7684486
302,43.7878571,-114.4860574,63.9272713
302,43.7879092,-114.4858961,63.8310829
302,43.7879609,-114.4857338,64.1554392
302,43.7880135,-114.4855710,64.3500530
302,43.7881212,-114.4852431,65.0748215
302,43.7881754,-114.4850777,65.4551013
302,43.7882294,-114.4849115,65.7503774
302,43.7882838,-114.4847444,66.1619744
302,43.7883380,-114.4845760,66.6026516
302,43.7884482,-114.4842381,66.7972653
302,43.7885034,-114.4840694,66.7167355
302,43.7885587,-114.4839007,66.7077877
302,43.7886146,-114.4837324,66.6966030
302,43.7886703,-114.4835645,66.4975154
302,43.7887806,-114.4832316,65.7660360
302,43.7888346,-114.4830653,65.5647114
302,43.7888883,-114.4828989,65.5826069
302,43.7890492,-114.4824012,65.1710100
