601,43.7937038,-114.4640664, 0.5950260
601,43.7937674,-114.4639386, 0.0693451
601,43.7937734,-114.4639417, 0.4652835
601,43.7937752,-114.4639491, 0.5659458
601,43.7937760,-114.4639522, 0.3333041
601,43.7937773,-114.4639576, 0.6800298
601,43.7937760,-114.4639630, 0.6733189
601,43.7937791,-114.4639795, 3.2010611
601,43.7937801,-114.4639929, 4.7177065
601,43.7937827,-114.4640100, 5.7892007
601,43.7937833,-114.4640301, 7.3997975
601,43.7937848,-114.4640531, 8.7553832
601,43.7937874,-114.4641149,11.9072316
601,43.7937923,-114.4641500,12.9608304
601,43.7937975,-114.4641833,12.8422725
601,43.7938047,-114.4642147,12.1376364
601,43.7938139,-114.4642415,11.4128679
601,43.7938322,-114.4642896, 9.3369876
601,43.7938428,-114.4643081, 8.4623440
601,43.7938449,-114.4643214, 3.2301414
601,43.7938425,-114.4643239, 0.5838413
601,43.7938436,-114.4643232, 0.5323917
601,43.7938424,-114.4643209, 0.0894776
601,43.7938414,-114.4643180, 0.1565858
601,43.7938411,-114.4643158, 0.0827668
601,43.7938392,-114.4643102, 0.0917145
601,43.7938387,-114.4643077, 0.0581604
601,43.7938383,-114.4643059, 0.0850037
601,43.7938356,-114.4643039, 0.4183078
601,43.7938338,-114.4643024, 0.3131716
601,43.7938321,-114.4643005, 0.2818544
601,43.7938320,-114.4642993, 0.1700074
601,43.7938323,-114.4642977, 0.1677705
601,43.7938308,-114.4642969, 0.1588227
601,43.7938297,-114.4642966, 0.3042238
601,43.7938292,-114.4642952, 0.1454011
601,43.7938289,-114.4642941, 0.1028992
601,43.7938293,-114.4642941, 0.1655336
601,43.7938281,-114.4642939, 0.3959384
601,43.7938287,-114.4642936, 0.2438265
601,43.7938302,-114.4642932, 0.4764682
601,43.7938303,-114.4642929, 0.2684328
601,43.7938267,-114.4642901, 0.3937014
601,43.7938242,-114.4642887, 0.5055484
601,43.7938198,-114.4642862, 1.0267555
601,43.7938185,-114.4642847, 0.7113469
601,43.7938197,-114.4642843, 0.3467257
601,43.7938274,-114.4643008, 4.2255797
601,43.7938332,-114.4643175, 6.1829022
601,43.7938405,-114.4643408, 8.5764280
601,43.7938546,-114.4644780,20.0787734
601,43.7938571,-114.4645454,23.9374949
601,43.7938550,-114.4646187,26.6956420
601,43.7938505,-114.4647026,30.0353934
601,43.7938427,-114.4647961,33.6771317
601,43.7938197,-114.4650114,40.7592837
601,43.7938071,-114.4651341,43.8484979
601,43.7937941,-114.4652628,46.0832009
601,43.7937806,-114.4653950,47.8593313
601,43.7937649,-114.4655298,49.1008330
601,43.7937307,-114.4658074,50.7270884
601,43.7937144,-114.4659493,51.4473831
601,43.7936968,-114.4660938,52.4204520
601,43.7936803,-114.4662409,53.1474575
601,43.7936572,-114.4663869,53.4941832
601,43.7936181,-114.4666903,55.4179516
601,43.7935977,-114.4668433,56.1292985
601,43.7935827,-114.4670006,56.8339346
601,43.7935596,-114.4671550,56.9010428
601,43.7935379,-114.4673100,57.3394830
601,43.7934890,-114.4676220,58.1313598
601,43.7934638,-114.4677797,58.3908448
601,43.7934373,-114.4679382,58.9433690
601,43.7934100,-114.4680986,59.5227365
601,43.7933817,-114.4682595,59.6837961
601,43.7933220,-114.4685843,61.2787344
601,43.7932896,-114.4687475,61.3861075
601,43.7932587,-114.4689127,61.7708612
601,43.7932207,-114.4690800,63.3792210
601,43.7931831,-114.4692508,64.4775586
601,43.7931049,-114.4695983,65.6564259
601,43.7930643,-114.4697725,65.7928793
601,43.7930227,-114.4699445,65.9382804
601,43.7929793,-114.4701164,66.0903923
601,43.7929402,-114.4702912,66.3006647
601,43.7928498,-114.4706343,66.0859184
601,43.7928041,-114.4708057,66.2290826
601,43.7927558,-114.4709755,66.2111871
601,43.7927090,-114.4711451,66.0299949
601,43.7926583,-114.4713142,66.0948662
601,43.7926076,-114.4714844,66.3789576
601,43.7925014,-114.4718256,66.9158232
601,43.7924484,-114.4719965,67.0522765
601,43.7923965,-114.4721688,67.1753082
601,43.7923417,-114.4723398,66.9896422
601,43.7922856,-114.4725104,67.1618866
601,43.7921746,-114.4728521,67.4795320
601,43.7921164,-114.4730190,67.0433287
601,43.7920652,-114.4731926,67.3654481
601,43.7920055,-114.4733608,67.0768828
601,43.7919535,-114.4735382,67.9291570
601,43.7917178,-114.4742162,66.9337187
601,43.7916625,-114.4743858,66.0814445
601,43.7916064,-114.4745529,65.8197226
601,43.7915561,-114.4747223,65.4752338
601,43.7915080,-114.4748923,65.1799577
601,43.7914107,-114.4752239,64.1039896
601,43.7913590,-114.4753829,63.1242099
601,43.7913093,-114.4755481,63.7595008
601,43.7912586,-114.4757144,64.1174112
601,43.7912058,-114.4758784,64.2270213
601,43.7911019,-114.4762097,64.2896556
601,43.7910492,-114.4763759,64.6408552
601,43.7909975,-114.4765432,64.9227096
601,43.7909441,-114.4767089,64.9249466
601,43.7908879,-114.4768735,64.7773085
601,43.7907787,-114.4772019,64.4976910
601,43.7907247,-114.4773666,64.4484783
601,43.7906697,-114.4775286,64.7616499
601,43.7906158,-114.4776939,64.9853439
601,43.7905592,-114.4778596,65.1956163
